username,acctdesc,location,following,totaltweets,usercreatedts,tweetcreatedts,retweetcount,followers,text,hashtags
officialmosti,"Kementerian Sains, Teknologi dan Inovasi (MOSTI)",,95,24673,6426,4/19/2012 3:14,12/20/2020 12:58,1,"Bersama YBhg. Prof. Datuk Dr. Lokman Hakim Sulaiman FACs, Felo @akademisains bagi membicarakan topik mengenai Vaksin Dalam Kehidupan.

Jam 10.30 pagi, pada Isnin, 21 Disember 2020. Dengarkannya di @nasionalfm_my atau ikuti melalui https://t.co/QJy5grtvgy

.
#mosti
#STIE
#vaksin https://t.co/iGrLerXJeh","[{'text': 'mosti', 'indices': [258, 264]}, {'text': 'STIE', 'indices': [265, 270]}, {'text': 'vaksin', 'indices': [271, 278]}]"
tok_jawa,...,"Baling, Kedah",288,87,1416,4/7/2018 10:51,12/20/2020 12:49,63,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/2f18p5aqmJ","[{'text': 'KomunikasiKita', 'indices': [65, 80]}, {'text': 'VaksinCOVID19', 'indices': [81, 95]}, {'text': 'JabatanPenerangan', 'indices': [97, 115]}]"
PEDOMAN_id,https://t.co/TOobrdTPJ6 is a National and Global Website/Online #CRITICALandSMART #KritisdanCerdas I IG: Pedoman_id FB: Pedoman,DKI Jakarta - Indonesia,9192,59491,84775,5/10/2010 8:35,12/20/2020 12:48,2,"Ada golongan yg terus menggunakan absurditas utk memgkritik, soal vaksin. Malas belajar, malas baca...tapi nyalak nyaring 😄 @PretiWn @SunandarPS @PEDOMAN_id #vaksinuntukkita https://t.co/37pVMhaA4k",[]
elenarmy,,,96,88,12597,6/23/2012 1:19,12/20/2020 12:39,2,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan 
#PerlisMaju https://t.co/4WGzhfTyBY","[{'text': 'KomunikasiKita', 'indices': [65, 80]}, {'text': 'VaksinCOVID19', 'indices': [81, 95]}, {'text': 'JabatanPenerangan', 'indices': [97, 115]}, {'text': 'PerlisMaju', 'indices': [117, 128]}]"
pixxradix2,"...ah kieu we 
...kumaha atuh 
...wkwkwkwk",Lembang - Bandung,212,64,1467,6/3/2012 17:05,12/20/2020 12:33,2,"Mantan Wakil Ketua DPR Fahri Hamzah menyampaikan usul terkait pihak yang pertama kali divaksin.Baca selengkapnya di https://t.co/5ZApiqHGq2

Sumber: @vivacoid
------------------
#NewsOne #VaksinCovid19 #VaksinSinovac #PresidenJokoWidodo #MarufAmin #FahriHamzah https://t.co/xyPtcgWXeB",[]
parkdien,,,172,159,12680,5/6/2012 21:44,12/20/2020 12:28,2,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan 
#PerlisMaju https://t.co/4WGzhfTyBY","[{'text': 'KomunikasiKita', 'indices': [65, 80]}, {'text': 'VaksinCOVID19', 'indices': [81, 95]}, {'text': 'JabatanPenerangan', 'indices': [97, 115]}, {'text': 'PerlisMaju', 'indices': [117, 128]}]"
helloyunseong,@drippin Hwang Yunseong✨,s/her,131,212,30136,5/26/2013 5:58,12/20/2020 12:15,5,"Nah siapa nih yang udah kangen beraktivitas? Semoga dengan adanya vaksin bisa ngebantu untuk memutus penyebaran virus covid-19 ya, supaya kita semua bisa cepat-cepat kembali melakukan kegiatan yang udah lama ga dilakukan :) 

#VaksinUntukKita https://t.co/Rl54zbhuP8",[]
PeneranganSibu,Jabatan Penerangan Malaysia Daerah Sibu,"Sibu,Sarawak",150,246,1400,2/3/2020 7:51,12/20/2020 12:14,7,"@JPenerangan RT @JPenerangan: Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan
#sodiakroks  https://t.co/10SOzB5p7K","[{'text': 'KomunikasiKita', 'indices': [96, 111]}, {'text': 'VaksinCOVID19', 'indices': [112, 126]}]"
PeneranganSibu,Jabatan Penerangan Malaysia Daerah Sibu,"Sibu,Sarawak",150,246,1400,2/3/2020 7:51,12/20/2020 12:14,63,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/2f18p5aqmJ","[{'text': 'KomunikasiKita', 'indices': [65, 80]}, {'text': 'VaksinCOVID19', 'indices': [81, 95]}, {'text': 'JabatanPenerangan', 'indices': [97, 115]}]"
Nissafazalina,"Yass'15.

“Historia vero testis temporum, lux veritatis, vita memoriae, magistra vitae, nuntia vetustatis.” - Cicero",Hogwarts,671,1486,105184,1/30/2012 9:23,12/20/2020 12:08,29,"Nah faktor lain yang mempengaruhi pandemi seperti efektifitas vaksin, durasi perkembangan vaksin, dan jumlah orang yang divaksinasi juga berperan nih bun dengan kapan selesainya pandemi. 
#VaksinUntukKita https://t.co/lGfnAuUVZ5",[]
BudakBaonk_ID,"ᮘᮥᮓᮃᮊ᮪ ᮘᮃᮇᮔ᮪ᮊ᮪ 
ᮓᮨᮓᮨ ᮃᮜ᮪ᮓᮧ

Akun ke 3 #BudakBaonk Suarakan Kebenaran, No Kompromi!! #Indonesia #Jokowi #NKRI #Pancasila #UUD1945 #BhinekaTunggalIka",World Ilutions,1518,1416,5657,5/29/2020 22:10,12/20/2020 12:07,1,Hukum imunisasi. #UAS #Jokowi #Prabowo #Vaksin #imunisasi #haji2018 #netizenbudiman #netizenmahabenar #netizen #netizenindonesia #politik #asiangames2018 #jakartapalembang #indonesia https://t.co/Be0yN7ZcrA,"[{'text': 'UAS', 'indices': [35, 39]}, {'text': 'Jokowi', 'indices': [40, 47]}, {'text': 'Prabowo', 'indices': [48, 56]}, {'text': 'Vaksin', 'indices': [57, 64]}, {'text': 'imunisasi', 'indices': [65, 75]}, {'text': 'haji2018', 'indices': [76, 85]}, {'text': 'netizenbudiman', 'indices': [86, 101]}, {'text': 'netizenmahabenar', 'indices': [102, 119]}, {'text': 'netizen', 'indices': [120, 128]}]"
NSweetnikolet,,,440,209,18893,5/26/2015 1:15,12/20/2020 12:06,47,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 https://t.co/1mUFNW7O4K","[{'text': 'KomunikasiKita', 'indices': [62, 77]}, {'text': 'VaksinCOVID19', 'indices': [78, 92]}]"
nurkhafidhi,Sabar,"Gresik, Indonesia",549,161,8903,7/4/2018 13:50,12/20/2020 12:04,2,"Mantan Wakil Ketua DPR Fahri Hamzah menyampaikan usul terkait pihak yang pertama kali divaksin.Baca selengkapnya di https://t.co/5ZApiqHGq2

Sumber: @vivacoid
------------------
#NewsOne #VaksinCovid19 #VaksinSinovac #PresidenJokoWidodo #MarufAmin #FahriHamzah https://t.co/xyPtcgWXeB",[]
rudyawok1,Cool man,Indonesia,247,194,16723,6/2/2013 5:00,12/20/2020 12:02,2,"Peru Stop Uji Coba Klinis Vaksin Produk Tiongkok, Setelah Relawan Divaksin Alami Gangguan Neurologis

Nonton video selengkapnya di: https://t.co/Dz4or4R9Z9

#UjiKlinis #Vaksin #Neurologis https://t.co/YZAhBot85p",[]
VaksinUntukKita,"Tempat buat saling kasih semangat

-Cari tahu sama-sama informasi tentang vaksin 
-Belajar sama-sama lewat faktanya
-Sama-sama untuk tetap jalanin protokol 3M",Indonesia,3,4981,295,11/8/2020 15:48,12/20/2020 12:00,2,"Minggu ini ada berita yang kita tunggu-tunggu nih! Apa aja ya kira-kira? Selengkapnya di Berita Baru Vaksin ya!

#VaksinUntukKita https://t.co/j9kCoNTniP","[{'text': 'VaksinUntukKita', 'indices': [113, 129]}]"
noni_nitha,,Malalayang Manado,1744,1534,27799,3/28/2011 15:50,12/20/2020 11:58,2,"Badan POM bakal mengawal vaksin Covid-19 sebelum bahkan sesudah proses vaksinasi loh! 

#VaksinUntukKita https://t.co/gPp1JcV3t6","[{'text': 'VaksinUntukKita', 'indices': [109, 125]}]"
nila_shafira,you know who you are.,Malaysia,992,705,24809,1/13/2013 2:14,12/20/2020 11:56,63,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/2f18p5aqmJ","[{'text': 'KomunikasiKita', 'indices': [65, 80]}, {'text': 'VaksinCOVID19', 'indices': [81, 95]}, {'text': 'JabatanPenerangan', 'indices': [97, 115]}]"
tvOneNews,"Official Twitter of tvOne | Indonesia's #1 Media in News and Sports |
https://t.co/1bnvGuLoS6",Indonesia,50,8954657,224524,7/10/2009 8:16,12/20/2020 11:56,2,"Mantan Wakil Ketua DPR Fahri Hamzah menyampaikan usul terkait pihak yang pertama kali divaksin.Baca selengkapnya di https://t.co/5ZApiqHGq2

Sumber: @vivacoid
------------------
#NewsOne #VaksinCovid19 #VaksinSinovac #PresidenJokoWidodo #MarufAmin #FahriHamzah https://t.co/xyPtcgWXeB","[{'text': 'NewsOne', 'indices': [178, 186]}, {'text': 'VaksinCovid19', 'indices': [187, 201]}, {'text': 'VaksinSinovac', 'indices': [202, 216]}, {'text': 'PresidenJokoWidodo', 'indices': [217, 236]}, {'text': 'MarufAmin', 'indices': [237, 247]}, {'text': 'FahriHamzah', 'indices': [248, 260]}]"
nila_shafira,you know who you are.,Malaysia,992,705,24809,1/13/2013 2:14,12/20/2020 11:56,47,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 https://t.co/1mUFNW7O4K","[{'text': 'KomunikasiKita', 'indices': [62, 77]}, {'text': 'VaksinCOVID19', 'indices': [78, 92]}]"
komangfuture,Life is a fantastic journey. Coffee lover,"Jakarta, Indonesia",2225,1075,27674,8/27/2012 10:14,12/20/2020 11:41,0,Ini penegasan Presiden #Jokowi terkait #VaksinCovid19 sebelum disuntikkan kepada masyarakat https://t.co/sTpO6x8NfG via @weebly,"[{'text': 'Jokowi', 'indices': [23, 30]}, {'text': 'VaksinCovid19', 'indices': [39, 53]}]"
pmrkeningau,,keningau,239,362,13124,3/9/2017 0:32,12/20/2020 11:40,8,"Lindungi orang yang kita sayang dengan vaksin.

#JaPenSabah 
#KomunikasiKita
#VaksinCovid19 
#JabatanPenerangan https://t.co/SBU1Xzfw69","[{'text': 'JaPenSabah', 'indices': [64, 75]}, {'text': 'KomunikasiKita', 'indices': [77, 92]}, {'text': 'VaksinCovid19', 'indices': [93, 107]}, {'text': 'JabatanPenerangan', 'indices': [109, 127]}]"
KLfm972,Website : http://t.co/idOEr1WYqG RTM Mobile : http://t.co/mIJkPNesVd,RTM Angkasapuri Kuala Lumpur,727,5873,49037,4/13/2011 3:56,12/20/2020 11:37,0,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 https://t.co/NxsjcMcPZZ","[{'text': 'KomunikasiKita', 'indices': [48, 63]}, {'text': 'VaksinCOVID19', 'indices': [64, 78]}]"
laodesahrulan,,,306,665,115681,10/2/2012 13:23,12/20/2020 11:37,12,"Sinovac Dilempar ke Indonesia, China Pilih Vaksin COVID-19 Buatan Jerman dan Inggris https://t.co/F7U813zAyh #vaksin #BukanBeritaBiasa","[{'text': 'vaksin', 'indices': [124, 131]}]"
ImangJoey,Love ❤️Sometimes it takes the worst pain to bring about the best change.,"Sarawak, Malaysia",396,98,6408,7/14/2019 12:02,12/20/2020 11:30,7,"@JPenerangan RT @JPenerangan: Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan
#sodiakroks  https://t.co/10SOzB5p7K","[{'text': 'KomunikasiKita', 'indices': [96, 111]}, {'text': 'VaksinCOVID19', 'indices': [112, 126]}]"
ridzyx,,Purwakarta,108,52,588,9/22/2009 14:19,12/20/2020 11:29,0,@KakekHalal @Fahrihamzah @aniesbaswedan @hnurwahid @sudjiwotedjo_ @LisaAmartatara3 @RestyResseh Jadi situ ga percaya sama keputusan pak pres Joko Wi dong......kalo percaya pasti milih orang2 terkasihnya #VaksinCOVID19,"[{'text': 'VaksinCOVID19', 'indices': [203, 217]}]"
TeleskopID,Menceritakan dunia lewat cara pandang kita | Telling the stories of the world through our point of view | ✉ : teleskop0455@gmail.com,Mostly in Middle Power Nations,19,411,2700,9/23/2020 15:59,12/20/2020 11:28,0,"Pada April 2020 lalu, #Jerman berhasil bekerja sama dengan #AsianDevelopmentBank (#ADB) dalam membangun program COVID-19 Active Response and Expenditure Support (#CARES)

#Covid_19 #vaksinuntukkita #vaksincorona","[{'text': 'Jerman', 'indices': [22, 29]}, {'text': 'AsianDevelopmentBank', 'indices': [59, 80]}, {'text': 'ADB', 'indices': [82, 86]}, {'text': 'CARES', 'indices': [162, 168]}, {'text': 'Covid_19', 'indices': [171, 180]}, {'text': 'vaksinuntukkita', 'indices': [181, 197]}, {'text': 'vaksincorona', 'indices': [198, 211]}]"
erikpalupi24,Co-founder @mediawave_id,,79,1067,89,9/2/2020 12:45,12/20/2020 11:27,2,"Badan POM bakal mengawal vaksin Covid-19 sebelum bahkan sesudah proses vaksinasi loh! 

#VaksinUntukKita https://t.co/gPp1JcV3t6","[{'text': 'VaksinUntukKita', 'indices': [109, 125]}]"
killthedj,Petani Urban x Rapper Agraris | killthedj.info@gmail.com | https://t.co/MaMKIPVKaZ | https://t.co/ojSDo6qZ47,Klaten - Yogyakarta PP,669,71578,63167,11/8/2009 9:59,12/20/2020 11:26,5,"Gak jadi demo vaksin gratis, dijogeti aja, nanti malam jam 20:00 di channel Youtube @killthedj (Kill the TV)

Jangan lupa goyangya tetap jaga jarak, pake masker dan cuci tangan.

Saling jaga cegah corona !!!

#kopadkopid
#vaksingratis
#vaksinuntukkita
#kewerkewer
#libertaria https://t.co/bI4jXEPMKE",[]
NQalbiitalib,15 & sagittarians ♐️,"Makassar, Indonesia",300,529,14229,3/11/2011 4:28,12/20/2020 11:26,3,"Dr. Ede Surya Darmawan SKM, MDM menyampaikan protokol kehidupan bersih dan sehat perlu dijalankan bahkan setelah pandemi berakhir. 

#VaksinUntukKita https://t.co/1hH2u9jECH",[]
pmrkubangpasu,,,68,33,10743,5/21/2019 1:16,12/20/2020 11:19,47,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 https://t.co/1mUFNW7O4K","[{'text': 'KomunikasiKita', 'indices': [62, 77]}, {'text': 'VaksinCOVID19', 'indices': [78, 92]}]"
pmrkubangpasu,,,68,33,10743,5/21/2019 1:16,12/20/2020 11:18,63,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/2f18p5aqmJ","[{'text': 'KomunikasiKita', 'indices': [65, 80]}, {'text': 'VaksinCOVID19', 'indices': [81, 95]}, {'text': 'JabatanPenerangan', 'indices': [97, 115]}]"
JPcheehou,,,4,40,32659,3/11/2017 21:01,12/20/2020 11:18,8,"Lindungi orang yang kita sayang dengan vaksin.

#JaPenSabah 
#KomunikasiKita
#VaksinCovid19 
#JabatanPenerangan https://t.co/SBU1Xzfw69","[{'text': 'JaPenSabah', 'indices': [64, 75]}, {'text': 'KomunikasiKita', 'indices': [77, 92]}, {'text': 'VaksinCovid19', 'indices': [93, 107]}, {'text': 'JabatanPenerangan', 'indices': [109, 127]}]"
JPcheehou,,,4,40,32659,3/11/2017 21:01,12/20/2020 11:17,63,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/2f18p5aqmJ","[{'text': 'KomunikasiKita', 'indices': [65, 80]}, {'text': 'VaksinCOVID19', 'indices': [81, 95]}, {'text': 'JabatanPenerangan', 'indices': [97, 115]}]"
JPcheehou,,,4,40,32659,3/11/2017 21:01,12/20/2020 11:16,47,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 https://t.co/1mUFNW7O4K","[{'text': 'KomunikasiKita', 'indices': [62, 77]}, {'text': 'VaksinCOVID19', 'indices': [78, 92]}]"
JayaNasih,,,474,225,13697,1/6/2019 1:23,12/20/2020 11:13,12,"Sinovac Dilempar ke Indonesia, China Pilih Vaksin COVID-19 Buatan Jerman dan Inggris https://t.co/F7U813zAyh #vaksin #BukanBeritaBiasa","[{'text': 'vaksin', 'indices': [124, 131]}]"
didienAZHAR,"Official Account | Syafruddin Azhar | Senior Editor | Kyokushin spirit | IG: didienazhar | “I fight, therefore I tweet. l tweet, therefore l am.”","Jakarta, Indonesia",712,23039,630173,9/24/2010 14:25,12/20/2020 11:09,12,"Sinovac Dilempar ke Indonesia, China Pilih Vaksin COVID-19 Buatan Jerman dan Inggris https://t.co/F7U813zAyh #vaksin #BukanBeritaBiasa","[{'text': 'vaksin', 'indices': [124, 131]}]"
Hamka_Kdz,"cuma rakyat biasa, kritik yg perlu aja & puji sewajarnya, ga suka ikut latah dgn dunia TL. senang berbicara soal gadget, politik, seorang milanisti #ForzaMilan","DKI Jakarta, Indonesia",328,2843,118960,3/2/2013 2:52,12/20/2020 11:07,12,"Sinovac Dilempar ke Indonesia, China Pilih Vaksin COVID-19 Buatan Jerman dan Inggris https://t.co/F7U813zAyh #vaksin #BukanBeritaBiasa","[{'text': 'vaksin', 'indices': [124, 131]}]"
KrishnanInthran,Unemployed,,63,34,5163,12/30/2019 3:50,12/20/2020 11:05,63,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/2f18p5aqmJ","[{'text': 'KomunikasiKita', 'indices': [65, 80]}, {'text': 'VaksinCOVID19', 'indices': [81, 95]}, {'text': 'JabatanPenerangan', 'indices': [97, 115]}]"
korongna,Dan Aku tidak menciptakan jin & manusia melainkan supaya mereka menyembah-KU (QS Adz Dzaariyat:56),Indonesia,1054,491,39545,9/3/2009 2:15,12/20/2020 11:04,12,"Sinovac Dilempar ke Indonesia, China Pilih Vaksin COVID-19 Buatan Jerman dan Inggris https://t.co/F7U813zAyh #vaksin #BukanBeritaBiasa","[{'text': 'vaksin', 'indices': [124, 131]}]"
ALAN_5R,"Founder & Owner of @rosanmall 😎
Founder & Owner of @gomusfash 😊
Founder & Leader of @rancahastronomy","Ciamis,Jawa Barat,Indonesia ",1561,172,2368,3/13/2012 9:19,12/20/2020 11:04,0,"Sekarang kita mau mengonsumsinya? Bagaimana nasib ""Tenaga Medis"" n'tar?!!

#Vaksin #Sinovac #VaksinCOVID19 
#IndonesiaHumanRightsSOS https://t.co/yLexnjBTPa","[{'text': 'Vaksin', 'indices': [75, 82]}, {'text': 'Sinovac', 'indices': [83, 91]}, {'text': 'VaksinCOVID19', 'indices': [92, 106]}, {'text': 'IndonesiaHumanRightsSOS', 'indices': [108, 132]}]"
ZairinZin,,,194,54,1418,9/4/2013 0:41,12/20/2020 11:04,2,"Parlimen: Senarai Keutamaan Penerima Vaksin COVID-19 Akan Diumum Masa Terdekat.

https://t.co/Hz8eZTgkCH

#COVID19 
#vaksinCOVID19 
#KitaTeguhKitaMenang 
#japenselangor","[{'text': 'COVID19', 'indices': [126, 134]}]"
ZairinZin,,,194,54,1418,9/4/2013 0:41,12/20/2020 11:03,1,"Jangan hentikan imunisasi kerana penyakit boleh meningkat kembali. 

Sayangi kesihatan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan #japenselangor https://t.co/yGtAoC4sb3","[{'text': 'KomunikasiKita', 'indices': [114, 129]}]"
ZairinZin,,,194,54,1418,9/4/2013 0:41,12/20/2020 11:02,3,"Semua vaksin adalah dijamin selamat dan efektif. 

#KomunikasiKita
#VaksinCovid19 
#JabatanPenerangan
#japenselangor https://t.co/UM6Ry1ex4e","[{'text': 'KomunikasiKita', 'indices': [71, 86]}, {'text': 'VaksinCovid19', 'indices': [87, 101]}, {'text': 'JabatanPenerangan', 'indices': [103, 121]}, {'text': 'japenselangor', 'indices': [122, 136]}]"
MNCkoranSINDO,Sumber Referensi Terpercaya | Google+: MNC Koran Sindo | FB Pages: MNC Koran Sindo | Instagram: [at]KoranSindo | Berlangganan? Hub: (021) 391 1518,"Jakarta, Indonesia",67,62925,323491,3/1/2012 8:57,12/20/2020 11:01,0,"Sinovac Dibeli Indonesia, China Borong Vaksin COVID-19 Buatan Jerman dan Inggris https://t.co/HIjzLFPbyr #Vaksin #BukanBeritaBiasa","[{'text': 'Vaksin', 'indices': [105, 112]}, {'text': 'BukanBeritaBiasa', 'indices': [113, 130]}]"
ZairinZin,,,194,54,1418,9/4/2013 0:41,12/20/2020 11:01,63,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/2f18p5aqmJ","[{'text': 'KomunikasiKita', 'indices': [65, 80]}, {'text': 'VaksinCOVID19', 'indices': [81, 95]}, {'text': 'JabatanPenerangan', 'indices': [97, 115]}]"
ZairinZin,,,194,54,1418,9/4/2013 0:41,12/20/2020 11:00,61,"COVID-19 boleh dicegah menggunakan vaksin. 

Beginilah cara vaksin berfungsi dalam badan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/wlLG5ERx2o","[{'text': 'KomunikasiKita', 'indices': [113, 128]}]"
ZairinZin,,,194,54,1418,9/4/2013 0:41,12/20/2020 10:59,72,"Jangan hentikan imunisasi kerana penyakit boleh meningkat kembali. 

Sayangi kesihatan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/VbLmW1fgOc","[{'text': 'KomunikasiKita', 'indices': [111, 126]}]"
MilesKennedy18,StarLight,,128,52,5980,11/22/2020 9:44,12/20/2020 10:49,5,"Kerugian masyarakat akibat pandemi COVID-19 sangat besar. Ini dilihat dari beberapa aspek. Mulai dari kehilangan pekerjaaan dan sumber penghasilan. Dengan beban pembiayaan vaksinasi Corona ditanggung Pemerintah, ini merupakan langkah solutif. 
#AzisSyamsuddin #vaksinuntukkita https://t.co/VdhVANpuRs",[]
CoffeSupercup,"Ngopi sepuasnya, senyum seterusnya 😂",,10,7,246,12/17/2020 8:21,12/20/2020 10:49,5,"Kerugian masyarakat akibat pandemi COVID-19 sangat besar. Ini dilihat dari beberapa aspek. Mulai dari kehilangan pekerjaaan dan sumber penghasilan. Dengan beban pembiayaan vaksinasi Corona ditanggung Pemerintah, ini merupakan langkah solutif. 
#AzisSyamsuddin #vaksinuntukkita https://t.co/VdhVANpuRs",[]
CecepRa48704175,hobi saya olah raga tapi yang nggk capek,"Cimahi Tengah, Indonesia",60,52,5048,3/31/2019 2:04,12/20/2020 10:49,5,"Mantan Wakil Ketua DPR Fahri Hamzah menyampaikan usul terkait pihak yang pertama kali divaksin. Dia menuliskannya lewat akun Twitternya, @Fahrihamzah, Minggu, 20 Desember 2020. Selengkapnya di https://t.co/wzujd6GSdH
-
#vaksincovid19 #sinovac #presidenjokowi #fahrihamzah https://t.co/rNLx3XnpXx",[]
SahabatAzis_Ina,Kami mendengarkan . . . . .,#AzisSyamsuddin,922,7681,141375,5/16/2016 5:55,12/20/2020 10:47,5,"Kerugian masyarakat akibat pandemi COVID-19 sangat besar. Ini dilihat dari beberapa aspek. Mulai dari kehilangan pekerjaaan dan sumber penghasilan. Dengan beban pembiayaan vaksinasi Corona ditanggung Pemerintah, ini merupakan langkah solutif. 
#AzisSyamsuddin #vaksinuntukkita https://t.co/VdhVANpuRs",[]
UnguLavender15,,Kuching,62,64,1550,2/10/2020 2:38,12/20/2020 10:46,61,"COVID-19 boleh dicegah menggunakan vaksin. 

Beginilah cara vaksin berfungsi dalam badan kita!

#KomunikasiKita
#VaksinCOVID19 
#JabatanPenerangan https://t.co/wlLG5ERx2o","[{'text': 'KomunikasiKita', 'indices': [113, 128]}]"
namekenotbleng,,Indonesia,1462,16118,16271,7/17/2017 9:19,12/20/2020 10:39,5,"Kerugian masyarakat akibat pandemi COVID-19 sangat besar. Ini dilihat dari beberapa aspek. Mulai dari kehilangan pekerjaaan dan sumber penghasilan. Dengan beban pembiayaan vaksinasi Corona ditanggung Pemerintah, ini merupakan langkah solutif. 
#AzisSyamsuddin #vaksinuntukkita https://t.co/VdhVANpuRs",[]
UnguLavender15,,Kuching,62,64,1550,2/10/2020 2:38,12/20/2020 10:38,47,"Lindungi orang yang kita sayang dengan vaksin.

#KomunikasiKita
#VaksinCOVID19 https://t.co/1mUFNW7O4K","[{'text': 'KomunikasiKita', 'indices': [62, 77]}, {'text': 'VaksinCOVID19', 'indices': [78, 92]}]"
